Title,Land Type,Price,Price per m2,Area,City
Siêu Dự Án Căn hộ Lấn Biển STUDIO 30m2 tại Vinhomes Green Paradise Cần,1 PN • Hướng Tây Bắc • Chung cư,"1,11 tỷ",37 tr/m²,30 m²,Tp Hồ Chí Minh
👑Nhà Bình Tân 2Tầng - DT: 4x8 - 2Tầng BTCT - Nở hậu - Sổ 2025 - HC đủ.,"2 PN • Nhà ngõ, hẻm","3,3 tỷ",103 tr/m²,32 m²,Tp Hồ Chí Minh
"Bán Nhà, 4.5x18m,Bàu Cát, 2 tầng, hẻm 7m, 9.3T, Tân Bình, thông số đẹp","2 PN • Nhà ngõ, hẻm","9,3 tỷ",116 tr/m²,80 m²,Tp Hồ Chí Minh
Bán nhà sổ hồng riêng chính chủ thạnh xuân 43 quận 12,"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","4,1 tỷ",59 tr/m²,69 m²,Tp Hồ Chí Minh
"Cần bán 2,8 sào đất thị trấn",Đất nông nghiệp • Ngang 70 m,"2,749 tỷ",< 1 tr/m²,2807 m²,Lâm Đồng
Đất Phước Long Thọ,Đất nông nghiệp • Ngang 10 m,1 tỷ,< 1 tr/m²,1024 m²,Bà Rịa - Vũng Tàu
"Bán 6 nền đất KP2 Trảng Dài, sổ riêng thổ cư",Đất thổ cư • Ngang 4.5 m,"1,85 tỷ",29 tr/m²,63 m²,Đồng Nai
Gấp định cư! Bán gấp siêu phẩm nhà 4 tầng Full nội thất - Giáp Q.1,"3 PN • Nhà ngõ, hẻm","6,89 tỷ",191 tr/m²,36 m²,Tp Hồ Chí Minh
"Top 10 BĐS giá *** KĐT Điện Ngọc, liền kề Đại học FPT Đà Nẵng",Đất nền dự án • Ngang 5 m,"2,35 tỷ",19 tr/m²,123 m²,Quảng Nam
BÁN NHÀ GÓC VIEW CÔNG VIÊN TẠI LOVERAPARK KHANG ĐIỀN BÌNH CHÁNH,3 PN • Hướng Tây Bắc • Nhà phố liền kề,18 tỷ,131 tr/m²,138 m²,Tp Hồ Chí Minh
Căn hộ đẳng cấp nhất L81,1 PN • Chung cư,"10,5 tỷ",159 tr/m²,66 m²,Tp Hồ Chí Minh
CẦN BÁN NHÀ Q.10 GẦN CHỢ HÒA HƯNG,"2 PN • Nhà ngõ, hẻm","2,75 tỷ",183 tr/m²,15 m²,Tp Hồ Chí Minh
Hàng đầu tư mới ra T3 2025 sau lưng chợ Tam Hà,Đất thổ cư • Ngang 4.9 m,"5,6 tỷ",64 tr/m²,88 m²,Tp Hồ Chí Minh
NHÀ 2 MÊ GÓC NGÃ TƯ HOÀNG DIỆU - LÊ HỒNG PHONG,"3 PN • Hướng Nam • Nhà mặt phố, mặt tiền",11 tỷ,190 tr/m²,58 m²,Đắk Lắk
Bán nhà sổ Hồng riêng,"3 PN • Nhà ngõ, hẻm","6,6 tỷ",46 tr/m²,145 m²,Tp Hồ Chí Minh
Đất Phước Long Thọ,Đất thổ cư • Ngang 5 m,595 triệu,"4,3 tr/m²",138 m²,Bà Rịa - Vũng Tàu
LÔ GÓC KINH DOANH OTO TRÁNH- SẴN DÒNG TIỀN 5tr- 92m MAI HIÊN ĐÔNG ANH,Đất thổ cư • Ngang 7 m,"11,5 tỷ",125 tr/m²,92 m²,Hà Nội
Cần bán nhà mặt tiền An Hải 15 (tặng nhà cấp 4),"2 PN • Hướng Nam • Nhà mặt phố, mặt tiền","4,2 tỷ",81 tr/m²,52 m²,Đà Nẵng
Bán nhanh căn 1PN+1 48m Gs6 Vinhomes Smart city giá chỉ 3.1 tỷ,1 PN • Chung cư,"3,1 tỷ",66 tr/m²,47 m²,Hà Nội
Chính chủ đi về Hà Nội cần bán gấp,"2 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","8,5 tỷ",84 tr/m²,101 m²,Tp Hồ Chí Minh
Bán Đất Kiệt Oto Thông Bình Kỳ Hoà Quý,Đất nền dự án • Ngang 5 m,"2,55 tỷ",20 tr/m²,125 m²,Đà Nẵng
Căn hoa hậu 3PN+1 94m Đông Nam sẵn sổ tầng trung Vinhomes Smart city,3 PN • Chung cư,"6,15 tỷ",65 tr/m²,95 m²,Hà Nội
✅ Đất lúa Phú Ngãi Trị đường 5m- 34 x 76 ( 3000m2) - quy hoạch ONT,Đất nông nghiệp • Ngang 34 m,620 triệu,< 1 tr/m²,3000 m²,Long An
"Nhà hẻm xe hơi gần Huỳnh Văn Bánh, 50m2, 5tầng, chỉ 7tỷ x","5 PN • Nhà ngõ, hẻm","7,79 tỷ",156 tr/m²,50 m²,Tp Hồ Chí Minh
Bán Căn 1PN+1 43m sẵn sổ tầng trung view thoáng Vinhomes Smart city,1 PN • Chung cư,"2,85 tỷ",66 tr/m²,43 m²,Hà Nội
"Cần bán dãy trọ 14 phòng hẻm 60 Lê Thị Trung, Phú Lợi Hẻm 60","nhiều hơn 10 PN • Nhà mặt phố, mặt tiền","6,7 tỷ",28 tr/m²,236 m²,Bình Dương
nhà phố cao cấp Hà Huy Giáp ngay Chợ Thạnh Xuân Ngã Tư Ga Q.12,"4 PN • Hướng Nam • Nhà mặt phố, mặt tiền","6,2 tỷ",95 tr/m²,65 m²,Tp Hồ Chí Minh
Bán dãy trọ gần chờ từ văn thố bàu bàng Bình Dương,"10 PN • Nhà mặt phố, mặt tiền","1,95 tỷ","6,7 tr/m²",290 m²,Bình Dương
BÁN NHÀ 100M²_ CẤP4_2PN_HX TẢI_HOÀN CÔNG_SHR_QL 1K_LINH XUÂN_T ĐỨC,"2 PN • Nhà ngõ, hẻm",3 tỷ,30 tr/m²,100 m²,Tp Hồ Chí Minh
BIỆT THỰ MINI NGUYỄN VĂN ĐẬU BÌNH THẠNH - 100M2 - NGANG 13M,"3 PN • Nhà ngõ, hẻm","8,9 tỷ",89 tr/m²,100 m²,Tp Hồ Chí Minh
"🔥🔥 NHÀ 2 TẦNG 85m2-NGANG 5M- 3PN - HXH - TRƯỜNG THẠNH Q9 - GIÁ 4,5tỉ","4 PN • Nhà ngõ, hẻm","4,5 tỷ",53 tr/m²,85 m²,Tp Hồ Chí Minh
"Bán nhà hẻm oto, 1 lửng, 2 phòng ngủ giá 2,5 tỷ","2 PN • Nhà ngõ, hẻm","2,5 tỷ",39 tr/m²,64 m²,Đà Nẵng
Bán nhà,"2 PN • Nhà ngõ, hẻm","2,2 tỷ",46 tr/m²,48 m²,Tp Hồ Chí Minh
"hiếm Mặt tiền hẻm 220 Phú Lợi 267m2 giá 12,5 triệu/m2 Hẻm 220",Đất thổ cư • Ngang 7.5 m,"3,3 tỷ",12 tr/m²,267 m²,Bình Dương
"Nhà Lạc Long Quân, căn góc thoáng sáng, 20m ô tô tránh, KD, 45m2*6T","4 PN • Nhà ngõ, hẻm","7,75 tỷ",172 tr/m²,45 m²,Hà Nội
Đất Dầu Tiếng giá siêu tốt,Đất thổ cư,680 triệu,< 1 tr/m²,1485 m²,Bình Dương
"Bán nhà 283 kiệt Tôn Đản, 70m², chỉ 2,49 tỷ, sổ đỏ chính chủ!","2 PN • Hướng Bắc • Nhà ngõ, hẻm","2,49 tỷ",36 tr/m²,70 m²,Đà Nẵng
Bán nhà sổ Hồng riêng,"2 PN • Nhà ngõ, hẻm","3,85 tỷ",80 tr/m²,48 m²,Tp Hồ Chí Minh
đất kiệt phan khoang 2ty690,Đất thổ cư • Ngang 4.5 m,"2,69 tỷ",27 tr/m²,100 m²,Đà Nẵng
Bán lô đất kiệt Trần đình tri giá rẻ,Đất thổ cư • Ngang 4 m,"1,89 tỷ",21 tr/m²,92 m²,Đà Nẵng
Chính chủ cần bán gấp nhà 6 tầng Nguyễn Văn Linh -Long Biên,"5 PN • Nhà ngõ, hẻm","4,65 tỷ",155 tr/m²,30 m²,Hà Nội
NHÀ MTKD LẠC LONG QUÂN ngay chợ TÂN BÌNH. 2 LẦU-ST chỉ 12.8 tỷ,"4 PN • Nhà mặt phố, mặt tiền","12,8 tỷ",206 tr/m²,62 m²,Tp Hồ Chí Minh
Bán nhà thạnh xuân 22 đường 7 m,"2 PN • Hướng Tây Nam • Nhà ngõ, hẻm","3,9 tỷ",56 tr/m²,70 m²,Tp Hồ Chí Minh
"NHÀ MẶT TIỀN ĐƯỜNG SỐ 20 – NGAY GÒ XOÀI – 3 TẦNG ĐÚC THÂT, GIÁ 4 TỶ X","4 PN • Nhà ngõ, hẻm",4 tỷ,71 tr/m²,56 m²,Tp Hồ Chí Minh
"Đất vị trí Đẹp , ngay Hiệp Bình , p. Hiệp Bình chánh , Q. Thủ Đức",Đất thổ cư • Ngang 4.5 m,"5,3 tỷ",60 tr/m²,88 m²,Tp Hồ Chí Minh
Nhà hẻm xe hơi thông qua Thích Quảng Đức,"4 PN • Nhà ngõ, hẻm","7,65 tỷ",191 tr/m²,40 m²,Tp Hồ Chí Minh
✅ Nhà đường nhựa Hòa Thắng gần hồ Echucap,"2 PN • Nhà ngõ, hẻm","1,3 tỷ",13 tr/m²,103 m²,Đắk Lắk
Đất thị trấn Vàm Láng,Đất thổ cư • Ngang 5 m,750 triệu,"5,2 tr/m²",145 m²,Tiền Giang
Bán nhà sổ Hồng riêng,"2 PN • Nhà ngõ, hẻm","3,2 tỷ",89 tr/m²,36 m²,Tp Hồ Chí Minh
"Chính chủ cần bán 390m2 đất ở thôn Quang Châu, xã Hoà Châu",Đất thổ cư • Ngang 10 m,"2,7 tỷ","6,9 tr/m²",390 m²,Đà Nẵng
Bán nhà La Phù - Hoài Đức Diện tích 30m2 - 4 tầng Tài chính: 3.x tỷ (c,"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","3,95 tỷ",132 tr/m²,30 m²,Hà Nội
"Hoà Hưng,Cách Hẻm xe hơi 2căn,4Tầng,gần trường học siêu thị,an ninh",2 PN • Hướng Đông Bắc • Nhà phố liền kề,"6,6 tỷ",213 tr/m²,31 m²,Tp Hồ Chí Minh
kiệt trường chinh 2ty390 nhà 2 tầng,"2 PN • Nhà ngõ, hẻm","2,39 tỷ",33 tr/m²,73 m²,Đà Nẵng
(Lô góc- ngõ ô tô thông) Tân Khai 70m2 3T – 30m ra mặt phố,"2 PN • Nhà ngõ, hẻm","10,9 tỷ",156 tr/m²,70 m²,Hà Nội
đất mặt tiền đường giá tốt 3ty 850tr kinh doanh buôn bán được,Đất thổ cư • Ngang 4 m,"3,85 tỷ",42 tr/m²,92 m²,Bình Dương
2 tỷ căn hộ 2 phòng ngủ quận 2 nhà mới bàn giao ở ngay,2 PN • Chung cư,2 tỷ,33 tr/m²,60 m²,Tp Hồ Chí Minh
"Siêu hiếm nhà 2 mặt tiền 40m2 - Ngay Chợ Bà Chiểu - Chỉ nhỉnh ""5 Tỷ""","2 PN • Nhà mặt phố, mặt tiền","5,79 tỷ",145 tr/m²,40 m²,Tp Hồ Chí Minh
"Thống Nhất hẻm 440 , Sát MT, Ngang 6,8m, 3 tầng, 4 PN","4 PN • Nhà ngõ, hẻm","6,3 tỷ",97 tr/m²,65 m²,Tp Hồ Chí Minh
NHÀ 3 TẦNG DTSD 292M2 - HOÀN CÔNG SẴN VỚI 5TY6 TẠI HCM,4 PN • Hướng Bắc • Nhà phố liền kề,"5,6 tỷ",57 tr/m²,98 m²,Tp Hồ Chí Minh
"Chủ Cần Tiền Cần Bán Nhanh Căn 3PN 103m2 Giá 8,2 tỷ Và Nhiều Căn 1-2PN",3 PN • Chung cư,"8,2 tỷ",80 tr/m²,103 m²,Tp Hồ Chí Minh
( HIẾM 2t25 Căn Gác Đúc 2pn | Full Nội Thất _ K.ô tô Sát ĐH Bách Khoa,"2 PN • Hướng Đông Nam • Nhà ngõ, hẻm","2,25 tỷ",56 tr/m²,40 m²,Đà Nẵng
100M2 THỔ CƯ 5X20- XDTD,Đất thổ cư • Ngang 5 m,"1,68 tỷ",17 tr/m²,100 m²,Long An
"HXH Thông, Tô Ký, Q12, 50m2","2 PN • Nhà ngõ, hẻm","4,15 tỷ",83 tr/m²,50 m²,Tp Hồ Chí Minh
CĂN GÓC NGUYỄN ĐỨC THUẬN - TIỆN KD MINI HOTEL - Ô TÔ ĐỔ TRONG NHÀ,"4 PN • Hướng Đông Nam • Nhà mặt phố, mặt tiền",18 tỷ,250 tr/m²,72 m²,Tp Hồ Chí Minh
BÁN NHÀ ĐƯỜNG NGUYỄN BĨNH KHIÊM PHƯỜNG ĐAKAO QUẬN 1 TP.HCM,"4 PN • Hướng Đông Nam • Nhà mặt phố, mặt tiền",26 tỷ,549 tr/m²,47 m²,Tp Hồ Chí Minh
"Cấn bán đất đường Phạm Đình Hổ, dt:140m2(7x20m) đông nam, đường 7m5",Đất thổ cư • Ngang 7 m,"7,3 tỷ",52 tr/m²,140 m²,Đà Nẵng
NHÀ RẠCH CÁT P15 Q8,"2 PN • Nhà ngõ, hẻm","1,28 tỷ",85 tr/m²,15 m²,Tp Hồ Chí Minh
TÂN PHÚ _ NHÀ 2 TẦNG - KHU VIP CHỢ VẢI PHÚ THỌ HÒA,"2 PN • Nhà ngõ, hẻm","3,81 tỷ",119 tr/m²,32 m²,Tp Hồ Chí Minh
Chính chủ bán 2000m2 đất đường Trần Hữu Xoàng- Thiện Nghiệp,Đất nông nghiệp,"4,4 tỷ","2,2 tr/m²",2000 m²,Bình Thuận
NHà Siêu đẹp - Hẻm xe Hơi - Âu Dương Lân sát cầu chữ Y LH***,"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","6,3 tỷ",143 tr/m²,44 m²,Tp Hồ Chí Minh
🌹NHÀ 1 LẦU_5.4X16m-1/ BÀ ĐIỂM 4 Vào 30m-MT Nhựa 8m,"4 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","5,15 tỷ",64 tr/m²,81 m²,Tp Hồ Chí Minh
TRẦN THÁI TÔNG - 55M MT 4.5M - NGÕ 5M Ô TÔ TRÁNH KINH DOANH SỔ ĐẸP.,"4 PN • Nhà ngõ, hẻm","20,5 tỷ",373 tr/m²,55 m²,Hà Nội
nhà phố cao cấp Hà Huy Giáp ngay sát Chợ Ngã Tư Ga Q.12,"4 PN • Hướng Tây Bắc • Nhà mặt phố, mặt tiền","4,95 tỷ",71 tr/m²,70 m²,Tp Hồ Chí Minh
"Bán nhà 4x14 hẻm xe hơi 5m đường Liên Ấp 2-6 Vĩnh Lộc A, Bình Chánh","3 PN • Nhà ngõ, hẻm","1,45 tỷ",26 tr/m²,56 m²,Tp Hồ Chí Minh
NHÀ ĐẸP Q.8 HXH QUAY ĐẦU _ CHỐT NHANH ĐỊNH CƯ,"4 PN • Nhà ngõ, hẻm","7,8 tỷ",80 tr/m²,98 m²,Tp Hồ Chí Minh
"Nhà 1 trệt 2 lầu hoàn công đầy đủ, hẻm 3m ở Huỳnh Tấn phát Tân Phú Q7","2 PN • Hướng Đông • Nhà ngõ, hẻm","3,6 tỷ",129 tr/m²,28 m²,Tp Hồ Chí Minh
"Nhà hẻm xe hơi Phan Tây Hồ, 70m2, 3tầng bê tông, chỉ 8tỷ x","4 PN • Nhà ngõ, hẻm","8,3 tỷ",119 tr/m²,70 m²,Tp Hồ Chí Minh
Nhà Trệt Lầu 50m2 Mặt Tiền Đường 8m giao Linh Đông Tp Thủ Đức hơn 5 tỷ,"2 PN • Nhà mặt phố, mặt tiền","5,5 tỷ",110 tr/m²,50 m²,Tp Hồ Chí Minh
"Đất Phước Long Thọ ,Xã Đất Đỏ, TP.HCM",Đất thổ cư • Ngang 5 m,750 triệu,"8,3 tr/m²",90 m²,Bà Rịa - Vũng Tàu
SÁT MẶT TIỀN CHỢ TÂN HƯƠNG HẺM XE HƠI NGANG 4 DÀI 20 XÂY 4 TẦNG 5PN,"5 PN • Hướng Tây • Nhà ngõ, hẻm","8,999 tỷ",113 tr/m²,80 m²,Tp Hồ Chí Minh
BÌNH TÂN 5TẦNG BTCT NHÀ ĐẸP HẺM 4.2 X 14 MẶT TIỀN HẺM NHỰA 8M,"5 PN • Nhà ngõ, hẻm","7,05 tỷ",120 tr/m²,59 m²,Tp Hồ Chí Minh
"Bán nhà 3,8 tỷ - Ngang 5,5m x 15m, 4PN, 3WC, đường xe hơi 10m, giá tốt","4 PN • Hướng Nam • Nhà mặt phố, mặt tiền","3,8 tỷ",46 tr/m²,83 m²,Long An
"*Nhà đẹp lung linh, ngập tràn ánh sáng","4 PN • Tập thể, cư xá",540 triệu,"4,9 tr/m²",110 m²,Hà Nội
"Định Cư Nước Ngoài Bán Gấp Nhà Mặt Tiền Lũy Bán Bích, Dòng Tiền 25tr","5 PN • Nhà mặt phố, mặt tiền","7,5 tỷ",188 tr/m²,40 m²,Tp Hồ Chí Minh
MẶT TIỀN VIP KINH DOANH BUÔN BÁN ĐA NGHÀNH NGHỀ - TRUNG TÂM CỦA QUẬN G,"2 PN • Nhà mặt phố, mặt tiền","8,8 tỷ",45 tr/m²,195 m²,Tp Hồ Chí Minh
Đất sổ riêng gần uỷ ban xã Bình minh cần bán,Đất thổ cư • Ngang 5 m,"1,25 tỷ","9,6 tr/m²",130 m²,Đồng Nai
"Richstar DT 53 m2 - 2,55 tỷ | 65 m2- 2,79 tỷ HĐMB | DT 91 m2 -3,4 tỷ",2 PN • Chung cư,"2,55 tỷ",48 tr/m²,53 m²,Tp Hồ Chí Minh
"Chính chủ bán nhà nguyên căn 154.3m2, thổ cư Full tại TT Thủ Dầu Một","1 PN • Hướng Tây Nam • Nhà ngõ, hẻm","13,8 tỷ",104 tr/m²,133 m²,Bình Dương
"Nhà Ở Xã Đất Đỏ, TP. HCM","2 PN • Hướng Bắc • Nhà ngõ, hẻm","1,19 tỷ",12 tr/m²,100 m²,Bà Rịa - Vũng Tàu
bán đất góc 2MT D3-32 vieu công viên bờ song đường 16m gần đường 40m,Đất nền dự án • Ngang 10 m,8 tỷ,33 tr/m²,239 m²,Tp Hồ Chí Minh
"Bán gấp nhà 50m2, mặt tiền hẻm 6m, giá 3,45 tỷ. TT Nhà Bè,","2 PN • Nhà ngõ, hẻm","3,45 tỷ",69 tr/m²,50 m²,Tp Hồ Chí Minh
Chủ Kẹt Tiền Bán Gấp Nhà 4x30m giá 850 triệu 1Trệt_2Lầu_KDC An Phú Tây,"4 PN • Nhà mặt phố, mặt tiền",850 triệu,"7,1 tr/m²",120 m²,Tp Hồ Chí Minh
Cần bán lô mặt tiền Trà Kiểm 1 Hòa Phước Đà Nẵng,Đất thổ cư • Ngang 7 m,"1,65 tỷ",14 tr/m²,120 m²,Đà Nẵng
"Hiếm, chính chủ bán căn nhà phố ngọc lâm, ngõ thông, oto, thang máy,","4 PN • Nhà mặt phố, mặt tiền","12,8 tỷ",178 tr/m²,72 m²,Hà Nội
Bán lô đất kiệt ô tô thông Hòa Quý Ngũ Hành Sơn Đà Nẵng,Đất thổ cư • Ngang 6.5 m,"1,66 tỷ",20 tr/m²,82 m²,Đà Nẵng
Bán nhà sổ Hồng riêng,"4 PN • Nhà ngõ, hẻm","4,85 tỷ",76 tr/m²,64 m²,Tp Hồ Chí Minh
Bán nhà,"1 PN • Nhà ngõ, hẻm",890 triệu,37 tr/m²,24 m²,Tp Hồ Chí Minh
[ TÂN PHÚ ] KHUÔNG VIỆT - HẺM 8M Ô TÔ ĐỖ CỬA - 90M2 NỞ HẬU,"4 PN • Nhà ngõ, hẻm","8,5 tỷ",94 tr/m²,90 m²,Tp Hồ Chí Minh
Bán nhà hẻm / Hậu Giang P11 Q6,"2 PN • Nhà ngõ, hẻm","3,85 tỷ",99 tr/m²,39 m²,Tp Hồ Chí Minh
"BÁN NHÀ TL27, 50m2, NHÀ 4 PHÒNG","3 PN • Nhà ngõ, hẻm","4,98 tỷ",100 tr/m²,50 m²,Tp Hồ Chí Minh
NHÀ 1 LẦU MẶT TIỀN THẠNH XUÂN 39. NGAY CĐ ĐIỆN LỰC Q.12,"3 PN • Nhà ngõ, hẻm","3,86 tỷ",97 tr/m²,40 m²,Tp Hồ Chí Minh
CẦU GIẤY - 50/60M NGÕ 5M Ô TÔ TRÁNH KINH DOANH NGÀY ĐÊM SỔ ĐỎ ĐẸP.,"4 PN • Nhà ngõ, hẻm","20,5 tỷ",410 tr/m²,50 m²,Hà Nội
CẦN BÁN GẤP CH VINHOMES Q91PN GIÁ TỐT SẲN SỔ HỖ TRỢ VAY 70%,1 PN • Hướng Tây Bắc • Chung cư,"1,9 tỷ",40 tr/m²,47 m²,Tp Hồ Chí Minh
Bán lô đất 3 mặt tiền đông hòa dĩ an,Đất thổ cư • Ngang 6 m,"4,3 tỷ",41 tr/m²,104 m²,Bình Dương
"HỒ TÙNG MẬU-NGÕ NÔNG-5T-4 Ngủ-35M- 6,25Tỷ","4 PN • Nhà ngõ, hẻm","6,25 tỷ",179 tr/m²,35 m²,Hà Nội
NHÀ ĐẸP TƯ ĐÌNH -BÁT KHỐI,"3 PN • Hướng Đông • Nhà ngõ, hẻm","7,5 tỷ",221 tr/m²,34 m²,Hà Nội
"Bán nhà phố Phúc Tân, 3 mặt ngõ thông, 20m*4T, KD","3 PN • Nhà ngõ, hẻm","5,5 tỷ",275 tr/m²,20 m²,Hà Nội
Bán nhà sổ Hồng riêng,"4 PN • Nhà ngõ, hẻm","5,6 tỷ",100 tr/m²,56 m²,Tp Hồ Chí Minh
Bán nhà sổ Hồng riêng,"3 PN • Nhà mặt phố, mặt tiền","4,35 tỷ",73 tr/m²,60 m²,Tp Hồ Chí Minh
Đất View Cực Đẹp,Đất thổ cư • Ngang 6.5 m,890 triệu,"6,8 tr/m²",130 m²,Lâm Đồng
Bán nhà sổ Hồng riêng,"2 PN • Nhà ngõ, hẻm","3,75 tỷ",72 tr/m²,52 m²,Tp Hồ Chí Minh
Bán nhà sổ Hồng riêng,"4 PN • Nhà ngõ, hẻm","4,5 tỷ",75 tr/m²,60 m²,Tp Hồ Chí Minh
NHÀ HẺM XE HƠI KHU SẦM UẤT TÂN SƠN NHÌ. 5.7x10m. 3 tấm. Giá: 6.5 tỷ,"4 PN • Nhà ngõ, hẻm","6,5 tỷ",98 tr/m²,66 m²,Tp Hồ Chí Minh
"NHÀ MỚI FULL ĐỒ 4 tầng, Đường thông thoáng ô tô chạy các ngả","3 PN • Nhà ngõ, hẻm","4,2 tỷ",131 tr/m²,32 m²,Hà Nội
"Nhà Ở Xã Đất Đỏ,TP.HCM","2 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","1,8 tỷ","3,2 tr/m²",568 m²,Bà Rịa - Vũng Tàu
"Nhà Liên Khu 4-5 2L 4PN sân thượng giá 5,7 tỷ hẻm xe hơi","4 PN • Hướng Nam • Nhà ngõ, hẻm","5,7 tỷ",95 tr/m²,60 m²,Tp Hồ Chí Minh
Bán nhà phố cao Cấp 5x20m.Đúc 5 tấm có Thang Máy 450kg.Mặt Tiền Đường,"6 PN • Nhà mặt phố, mặt tiền","10,5 tỷ",105 tr/m²,100 m²,Tp Hồ Chí Minh
"2.48 tỷ ngay Biên Giang Hà Đông,nhà 35m2, 4 tầng,ngay QL6 mở rộng","3 PN • Nhà ngõ, hẻm","2,48 tỷ",78 tr/m²,32 m²,Hà Nội
(GIẢM 2TỶ) HÀNG XÓM TIMECITY GIÁ ĐẦU TƯ,"3 PN • Hướng Nam • Nhà ngõ, hẻm","10,7 tỷ",153 tr/m²,70 m²,Hà Nội
(GIẢM 2TỶ) HÀNG XÓM TIMECITY GIÁ ĐẦU TƯ,"3 PN • Hướng Nam • Nhà ngõ, hẻm","10,7 tỷ",153 tr/m²,70 m²,Hà Nội
"NHÀ 2 TẦNG MỚI TINH ĐI BỘ RA TRƯỜNG ĐH GTVT, 60M2, 2PN, 2WC, CHỈ 3.2TỶ","2 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","3,2 tỷ",53 tr/m²,60 m²,Tp Hồ Chí Minh
Bán nhà,"2 PN • Nhà ngõ, hẻm","1,25 tỷ",24 tr/m²,52 m²,Tp Hồ Chí Minh
"Bán Căn Hộ THE OPUS ONE 3PN 101m2 VinQ9,Giá Chỉ Nhỉnh 7Tỷ.",3 PN • Chung cư,"7,5 tỷ",74 tr/m²,101 m²,Tp Hồ Chí Minh
Bán nhà sổ Hồng riêng,"4 PN • Nhà ngõ, hẻm","5,5 tỷ",69 tr/m²,80 m²,Tp Hồ Chí Minh
"ĐANG CHỜ SỔ 2 THÁNG NỮA CÓ,3PN2WC,CHỦ ĐANG CẦN TIỀN RA NHANH(CƠ HỘI)",3 PN • Chung cư,"2,5 tỷ",24 tr/m²,103 m²,Tp Hồ Chí Minh
BÁN NHÀ PHÚ LƯƠNG | 40M² - 4 TẦNG - 4PN | CÁCH Ô TÔ 20M | HƠN 5 TỶ 🔥,"3 PN • Nhà ngõ, hẻm","5,2 tỷ",130 tr/m²,40 m²,Hà Nội
"Đất mt Chánh Phú Hòa, Bến Cát, Bình Dương",Đất thổ cư • Ngang 17 m,"4,2 tỷ","8,2 tr/m²",510 m²,Bình Dương
SIÊU PHẨM - TÂN SƠN NHÌ TÂN PHÚ -  44M2 - LÔ GÓC THOÁNG MÁT - SỔ VUÔNG,"2 PN • Nhà ngõ, hẻm","4,4 tỷ",100 tr/m²,44 m²,Tp Hồ Chí Minh
"Nhà Bích Hòa 32m2-3PN Full nội thất về ở ngay 3,4x tỷ","3 PN • Nhà ngõ, hẻm","3,48 tỷ",116 tr/m²,30 m²,Hà Nội
NHÀ ĐẸP 5 TẦNG NGAY CÔNG VIÊN NƯỚC ĐẦM SEN _ HÒA BÌNH_ QUẬN 11,"4 PN • Nhà ngõ, hẻm",10 tỷ,179 tr/m²,56 m²,Tp Hồ Chí Minh
🏡🎯 HẺM Ô TÔ TRÁNH- KHU DÂN TRÍ CAO- ĐANG CÓ DÒNG TIỀN 🌹🌹🌹,"2 PN • Nhà ngõ, hẻm",4 tỷ,114 tr/m²,35 m²,Tp Hồ Chí Minh
"NHÀ ĐẸP PHỐ XỐM - HÀ ĐÔNG | 5 TẦNG - 3 PH- VỊ TRÍ ĐẸP - GIÁ 4,4 TỶ","3 PN • Nhà ngõ, hẻm","4,4 tỷ",138 tr/m²,32 m²,Hà Nội
TÂN PHÚ LUỸ BÁN BÍCH 3 tầng hoàn công *** Zalo,"4 PN • Nhà ngõ, hẻm","6,95 tỷ",89 tr/m²,78 m²,Tp Hồ Chí Minh
"🏠 BÁN NHÀ QUANG LÃM - HÀ ĐÔNG 36m2-4T-5PN gần ô tô 4,85 Tỷ","5 PN • Nhà ngõ, hẻm","4,85 tỷ",135 tr/m²,36 m²,Hà Nội
"TÂN BÌNH, BÁN NHÀ MẶT TIỀN KD, NGANG 8M, NI SƯ HUỲNH LIÊN, CHỈ 5,2 TỶ.","3 PN • Nhà mặt phố, mặt tiền","5,2 tỷ",108 tr/m²,48 m²,Tp Hồ Chí Minh
Bán nhà,"2 PN • Nhà ngõ, hẻm","1,78 tỷ",32 tr/m²,56 m²,Tp Hồ Chí Minh
NHÀ ĐỒNG MAI - 32M2 - 5 TẦNG - 3 PHÒNG NGỦ - Ô TÔ TỚI CỔNG HƠN 3 TỶ 🔥,"3 PN • Nhà ngõ, hẻm","3,65 tỷ",114 tr/m²,32 m²,Hà Nội
Bán nhà,"2 PN • Nhà ngõ, hẻm","2,05 tỷ",43 tr/m²,48 m²,Tp Hồ Chí Minh
Nhà Bích Hòa 39m2-3PN full nội thất về ở luôm hơn 3 tỷ,"3 PN • Nhà ngõ, hẻm","3,55 tỷ",91 tr/m²,39 m²,Hà Nội
